name,lastName,uri,imageUri,worthChange,source,industry,gender,country,timestamp,realTimeWorth,realTimeRank,realTimePosition,squareImage
Antti Aarnio-Wihuri,Aarnio-Wihuri,antti-aarnio-wihuri,no-pic,11.251,diversified,Diversified,M,Finland,1547574901334,1962.523,1166,1166,//specials-images.forbesimg.com/imageserve/58b739304bbe6f0e5587d172/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=176&cropY2=920
Abdullah Al Rajhi,Al Rajhi,abdullah-al-rajhi,no-pic,,banking,Finance and Investments,M,Saudi Arabia,1518125938540,,,,
Leslie Alexander,Alexander,leslie-alexander,leslie-alexander,0,Houston Rockets,Sports,M,United States,1547574901333,2058.5,1124,1124,//specials-images.forbesimg.com/imageserve/5ba6785831358e5690cdc0c6/416x416.jpg?background=000000&cropX1=56&cropX2=683&cropY1=53&cropY2=681
Anne Beaufour,Beaufour,anne-beaufour,no-pic-female,34.114,pharmaceuticals,Healthcare,F,France,1547574901333,3095.506,698,698,
Henri Beaufour,Beaufour,henri-beaufour,no-pic,34.114,pharmaceuticals,Healthcare,M,France,1547574901333,3095.506,698,699,
Othman Benjelloun,Benjelloun,othman-benjelloun,othman-benjelloun,0,"banking, insurance",Finance and Investments,M,Morocco,1547574901334,1726.895,1302,1302,//specials-images.forbesimg.com/imageserve/589fd70c31358e1a35ab2cff/416x416.jpg?background=000000&cropX1=95&cropX2=744&cropY1=13&cropY2=662
Vladimir Bogdanov,Bogdanov,vladimir-bogdanov,vladimir-bogdanov,8.51,oil,Energy,M,Russia,1547574901334,1610.449,1387,1387,//specials-images.forbesimg.com/imageserve/5a80c8dfa7ea431690133d0c/416x416.jpg?background=000000&cropX1=165&cropX2=1677&cropY1=423&cropY2=1936
Cai Dongqing,Cai,cai-dongqing-2,cai-dongqing-2,,animation,Media & Entertainment,M,China,1518125553076,,,,//specials-images.forbesimg.com/imageserve/97e2cea696b6caa82e72ce79f52e4303/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=64&cropY2=807
Francesco Gaetano Caltagirone,Caltagirone,francesco-gaetano-caltagirone,francesco-gaetano-caltagirone,7.367,"cement, diversified",Construction & Engineering,M,Italy,1547574901333,2112.147,1093,1093,//specials-images.forbesimg.com/imageserve/5a7f8d56a7ea431690132e6a/416x416.jpg?background=000000&cropX1=489&cropX2=2169&cropY1=103&cropY2=1784
Richard Chandler,Chandler,richard-chandler,richard-chandler,0,investments,Finance and Investments,M,New Zealand,1547574901333,3166,677,677,//specials-images.forbesimg.com/imageserve/5a6f911831358e4955abf07e/416x416.jpg?background=000000&cropX1=120&cropX2=400&cropY1=0&cropY2=280
Chen Hua,Chen,chen-hua-1,chen-hua-1,1.68,real estate,Real Estate,M,China,1547574901334,1942.392,1183,1183,//specials-images.forbesimg.com/imageserve/5a7bc51831358e4955ace3a9/416x416.jpg?background=000000&cropX1=6&cropX2=2735&cropY1=955&cropY2=3686
Chen Jianhua,Chen,chen-jianhua,chen-jianhua,-8.839,chemicals,Manufacturing,M,China,1547574901334,1929.84,1189,1189,//specials-images.forbesimg.com/imageserve/5a7c84c34bbe6f2652f500c1/416x416.jpg?background=000000&cropX1=456&cropX2=3051&cropY1=6&cropY2=2598
Choo Chong Ngen,Choo,choo-chong-ngen,choo-chong-ngen,0,hotels,Real Estate,M,Singapore,1547574901333,2441.029,915,915,//specials-images.forbesimg.com/imageserve/5797e8da31358e154fddfdf1/416x416.jpg?background=000000&cropX1=45&cropX2=634&cropY1=237&cropY2=827
Chu Lam Yiu,Chu,chu-lam-yiu,chu-lam-yiu,2.924,flavorings,Manufacturing,F,Hong Kong,1547574901334,1923.657,1197,1197,//specials-images.forbesimg.com/imageserve/913c271ffb6af89c53465bf2b73b8992/416x416.jpg?background=000000&cropX1=34&cropX2=623&cropY1=0&cropY2=590
Christopher Cline,Cline,christopher-cline,christopher-cline,-0.527,coal,Energy,M,United States,1547574901334,1878.383,1208,1208,//specials-images.forbesimg.com/imageserve/59de7c1f31358e542c039f26/416x416.jpg?background=000000&cropX1=621&cropX2=1842&cropY1=330&cropY2=1551
"Chase Coleman, III.",Coleman,chase-coleman-iii,chase-coleman-iii,0,hedge fund,Finance and Investments,M,United States,1547574901333,2700,812,812,//specials-images.forbesimg.com/imageserve/59d6653f31358e542c035e9c/416x416.jpg?background=000000&cropX1=1057&cropX2=2137&cropY1=315&cropY2=1396
Jean Coutu,Coutu,jean-coutu,jean-coutu,3.731,drugstores,Fashion & Retail,M,Canada,1547574901333,2358.401,946,946,//specials-images.forbesimg.com/imageserve/5a7badf34bbe6f2652f4f383/416x416.jpg?background=000000&cropX1=3&cropX2=1249&cropY1=420&cropY2=1666
Alexandra Daitch,Daitch,alexandra-daitch,no-pic-female,0,Cargill,Food and Beverage,F,United States,1547574901334,1928.787,1191,1191,
Alfredo Egydio Arruda Villela Filho,Egydio Arruda Villela Filho,alfredo-egydio-arruda-villela-filho,no-pic,-22.058,banking,Finance and Investments,M,Brazil,1547574901333,2423.319,919,919,
Abhay Firodia,Firodia,abhay-firodia,abhay-firodia,19.893,automobiles,Automotive,M,India,1547574901334,1944.777,1181,1181,//specials-images.forbesimg.com/imageserve/58c996844bbe6f0e5588a7ad/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=137&cropY2=878
Gu Yuhua,Gu,gu-yuhua,no-pic,62.036,furniture,Manufacturing,M,China,1547574901334,1779.307,1263,1263,
Thomas Hagen,Hagen,thomas-hagen,no-pic,1.974,insurance,Finance and Investments,M,United States,1547574901333,2463.055,906,906,
Carlos Hank Rhon,Hank Rhon,carlos-hank-rhon,carlos-hank-rhon,0,banking,Diversified,M,Mexico,1547574901333,2131.618,1084,1084,//specials-images.forbesimg.com/imageserve/5a7fcbf031358e4955ad2203/416x416.jpg?background=000000&cropX1=176&cropX2=1009&cropY1=100&cropY2=933
Huang Zhenda,Huang,huang-zhenda,huang-zhenda,1.982,construction,Construction & Engineering,M,China,1547574901333,2155.985,1067,1067,//specials-images.forbesimg.com/imageserve/102108d15afa7dd7e7a7e1fbcda3d866/416x416.jpg?background=000000&cropX1=129&cropX2=694&cropY1=151&cropY2=717
Alijan Ibragimov,Ibragimov,alijan-ibragimov,alijan-ibragimov,0,"mining, metals",Metals & Mining,M,Kazakhstan,1547574901333,2344.556,961,961,//specials-images.forbesimg.com/imageserve/5a7fbd0a4bbe6f2652f535a1/416x416.jpg?background=000000&cropX1=1097&cropX2=3120&cropY1=29&cropY2=2051
Mustafa Kucuk,Kucuk,mustafa-kucuk,no-pic,0,fashion retail,Fashion & Retail,M,Turkey,1547574901334,1618.721,1378,1378,//specials-images.forbesimg.com/imageserve/5a70e937a7ea43169012254c/416x416.jpg?background=000000&cropX1=81&cropX2=946&cropY1=460&cropY2=1325
Stephen Lansdown,Lansdown,stephen-lansdown,stephen-lansdown,0.752,financial services,Finance and Investments,M,Guernsey,1547574901333,2279.711,993,993,//specials-images.forbesimg.com/imageserve/5a7e64044bbe6f2652f52a39/416x416.jpg?background=000000&cropX1=16&cropX2=4188&cropY1=215&cropY2=4388
Spiro Latsis,Latsis,spiro-latsis,spiro-latsis,-7.096,"banking, shipping",Diversified,M,Greece,1547574901333,2579.257,860,860,//specials-images.forbesimg.com/imageserve/56ca07f8e4b062f6b59a2de6/416x416.jpg?background=000000&cropX1=2&cropX2=703&cropY1=35&cropY2=736
Eric Lefkofsky,Lefkofsky,eric-lefkofsky,eric-lefkofsky,-2.573,Groupon,Technology,M,United States,1547574901333,2471.92,902,902,//specials-images.forbesimg.com/imageserve/5ba64f404bbe6f79516f6a4b/416x416.jpg?background=000000&cropX1=2830&cropX2=4753&cropY1=508&cropY2=2430
Li Hejun,Li,li-hejun,li-hejun,,renewable energy,Energy,M,China,1518125945783,,,,//specials-images.forbesimg.com/imageserve/5a7cc8aba7ea431690130992/416x416.jpg?background=000000&cropX1=13&cropX2=2764&cropY1=160&cropY2=2911
Lim Sung-Ki,Lim,lim-sung-ki,lim-sung-ki,-30.008,pharmaceuticals,Healthcare,M,South Korea,1547574901333,2804.967,780,780,//specials-images.forbesimg.com/imageserve/58f8de6ea7ea437ada26679d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=69&cropY2=813
Lin Li,Lin,lin-li,no-pic,0,investments,Finance and Investments,M,China,1547574901334,1932.746,1188,1188,//specials-images.forbesimg.com/imageserve/58c338ac4bbe6f0e55885d28/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=118&cropY2=862
Brandt Louie,Louie,brandt-louie,brandt-louie,0,drugstores,Food and Beverage,M,Canada,1547574901334,1966.861,1164,1164,//specials-images.forbesimg.com/imageserve/5a8df41731358e4955adff40/416x416.jpg?background=000000&cropX1=3&cropX2=1265&cropY1=49&cropY2=1312
Alexander Machkevich,Machkevich,alexander-machkevich,alexander-machkevich,0,"mining, metals",Metals & Mining,M,Israel,1547574901333,2351.158,952,952,//specials-images.forbesimg.com/imageserve/5a7f7a2931358e4955ad1d10/416x416.jpg?background=000000&cropX1=880&cropX2=3526&cropY1=6&cropY2=2650
Sarah MacMillan,MacMillan,sarah-macmillan,no-pic-female,0,Cargill,Food and Beverage,F,United States,1547574901334,1928.787,1191,1194,
Gilles Martin,Martin,gilles-martin,no-pic,-26.653,laboratory services,Healthcare,M,France,1547574901334,1682.126,1327,1327,//specials-images.forbesimg.com/imageserve/5a7df101a7ea431690131bb5/416x416.jpg?background=000000&cropX1=675&cropX2=3508&cropY1=0&cropY2=2832
"Drayton McLane, Jr.",McLane,drayton-mclane-jr,drayton-mclane-jr,14.565,"Wal-Mart, logistics",Fashion & Retail,M,United States,1547574901333,2337.499,967,967,//specials-images.forbesimg.com/imageserve/55fb16fae4b0ffa7afe4b4d0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=171&cropY2=915
David Nahmad,Nahmad,david-nahmad,david-nahmad,0,art collection,Fashion & Retail,M,Monaco,1547574901334,1850,1227,1227,//specials-images.forbesimg.com/imageserve/5a7fd08031358e4955ad2231/416x416.jpg?background=000000&cropX1=207&cropX2=1097&cropY1=68&cropY2=958
Madeleine Olsson Ericksson,Olsson Ericksson,madeleine-olsson-ericksson,madeleine-olsson-ericksson,0,diversified,Diversified,F,Sweden,1547574901334,1142.198,1845,1845,//specials-images.forbesimg.com/imageserve/de1a43db35ae6e3cb505ff6a132c2db2/416x416.jpg?background=000000&cropX1=180&cropX2=744&cropY1=240&cropY2=804
Or Wai Sheun,Or,or-wai-sheun,or-wai-sheun,7.418,real estate,Real Estate,M,Hong Kong,1547574901333,2533.317,877,877,//specials-images.forbesimg.com/imageserve/5877c684a7ea431d601ca180/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=371&cropY2=1115
Stanley Perron,Perron,stanley-perron,stanley-perron,,"real estate, retail",Real Estate,M,Australia,1518125021463,,,,//specials-images.forbesimg.com/imageserve/59f746ada7ea436b47b488f3/416x416.jpg?background=000000&cropX1=570&cropX2=3215&cropY1=11&cropY2=2658
Theodore Rachmat,Rachmat,theodore-rachmat,theodore-rachmat,20.104,diversified,Diversified,M,Indonesia,1547574901334,1729.813,1301,1301,//specials-images.forbesimg.com/imageserve/5c083ff64bbe6f0f2aa15f14/416x416.jpg?background=000000&cropX1=13&cropX2=2942&cropY1=836&cropY2=3767
Ren Jianhua,Ren,ren-jianhua,ren-jianhua,22.935,kitchen appliances,Manufacturing,M,China,1547574901334,1553.704,1430,1430,//specials-images.forbesimg.com/imageserve/562a5a9ee4b0ffa7afe63015/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=84&cropY2=827
Mochtar Riady,Riady,mochtar-riady,mochtar-riady,0,diversified,Diversified,M,Indonesia,1547574901333,2304.425,982,982,//specials-images.forbesimg.com/imageserve/5c083e8731358e5b4338d3de/416x416.jpg?background=000000&cropX1=11&cropX2=2680&cropY1=0&cropY2=2666
Jacques Saade,Saade,jacques-saade,jacques-saade,,shipping,Logistics,M,France,1521465860040,,,,//specials-images.forbesimg.com/imageserve/5a7df160a7ea431690131bc5/416x416.jpg?background=000000&cropX1=578&cropX2=2063&cropY1=3&cropY2=1489
Filiz Sahenk,Sahenk,filiz-sahenk,filiz-sahenk,0.43,diversified,Diversified,F,Turkey,1547574901334,1215.417,1754,1754,//specials-images.forbesimg.com/imageserve/5a70dd074bbe6f2652f40843/416x416.jpg?background=000000&cropX1=101&cropX2=1676&cropY1=0&cropY2=1577
Shin Chang-Jae,Shin,shin-chang-jae,shin-chang-jae,0,insurance,Finance and Investments,M,South Korea,1547574901333,2170.639,1060,1060,//specials-images.forbesimg.com/imageserve/8719704396dedeb76ce82628b7b028ac/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=47&cropY2=791
Lucy Stitzer,Stitzer,lucy-stitzer,no-pic-female,0,Cargill,Food and Beverage,F,United States,1547574901334,1928.787,1191,1193,
Thomas Straumann,Straumann,thomas-straumann,thomas-straumann,-11.043,dental implants,Healthcare,M,Switzerland,1547574901333,2824.91,778,778,//specials-images.forbesimg.com/imageserve/5a812d7631358e4955ad3185/416x416.jpg?background=000000&cropX1=843&cropX2=4326&cropY1=56&cropY2=3542
Katherine Tanner,Tanner,katherine-tanner,no-pic-female,0,Cargill,Food and Beverage,F,United States,1547574901334,1928.787,1191,1192,
Glen Taylor,Taylor,glen-taylor,glen-taylor,0,printing,Service,M,United States,1547574901333,2654.136,830,830,//specials-images.forbesimg.com/imageserve/5ba5744aa7ea434e4c696756/416x416.jpg?background=000000&cropX1=0&cropX2=926&cropY1=17&cropY2=944
Tung Chee Chen,Tung,tung-chee-chen,tung-chee-chen,,shipping,Logistics,M,Hong Kong,1538748512563,,,,//specials-images.forbesimg.com/imageserve/58c8649e31358e1a35ad0166/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=24&cropY2=768
Sunny Varkey,Varkey,sunny-varkey,sunny-varkey,0,education,Service,M,India,1547574901333,2271.333,1003,1003,//specials-images.forbesimg.com/imageserve/5bad514031358e4b208085a6/416x416.jpg?background=000000&cropX1=694&cropX2=3036&cropY1=1347&cropY2=3691
Wong Luen Hei,Wong,wong-luen-hei,wong-luen-hei,40.564,home building materials,Manufacturing,M,China,1547574901334,1595.79,1402,1402,//specials-images.forbesimg.com/imageserve/561fbe7de4b0ffa7afe5e598/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=5&cropY2=749
Wong Man Li,Wong,wong-man-li,wong-man-li,18.69,furniture,Manufacturing,M,Hong Kong,1547574901334,1163.826,1814,1814,//specials-images.forbesimg.com/imageserve/0496cb8be3f7b612e9e536e97daaa2fd/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=24&cropY2=768
Wu Guangming,Wu,wu-guangming,wu-guangming,31.973,medical equipment,Healthcare,M,China,1547574901334,1569.483,1416,1416,//specials-images.forbesimg.com/imageserve/88d81f9606a4339ce991b3b4fe569c67/416x416.jpg?background=000000&cropX1=68&cropX2=738&cropY1=93&cropY2=763
Wu Xu,Wu,wu-xu,no-pic,0,real estate,Real Estate,M,St. Kitts and Nevis,1547574901334,1241.048,1739,1739,
Luis Enrique Yarur Rey,Yarur Rey,luis-enrique-yarur-rey,no-pic,2.376,banking,Finance and Investments,M,Chile,1547574901334,1477.891,1483,1483,
Yi Zheng,Yi,yi-zheng,no-pic,40.666,software,Technology,M,China,1547574901334,1274.789,1699,1699,
Eddie & Sol Zakay,Zakay,eddie-sol-zakay,no-pic,0,Real Estate,Real Estate,M,United Kingdom,1547574901334,1825.207,1242,1242,//specials-images.forbesimg.com/imageserve/5a70f2234bbe6f2652f40dcb/416x416.jpg?background=000000&cropX1=38&cropX2=390&cropY1=0&cropY2=352
Charles Zegar,Zegar,charles-zegar,no-pic,0,Bloomberg LP,Media & Entertainment,M,United States,1547574901334,1805.149,1254,1254,
Zhang Guiping,Zhang,zhang-guiping,zhang-guiping,3.45,real estate,Real Estate,M,China,1547574901334,1093.297,1906,1906,//specials-images.forbesimg.com/imageserve/beb773dd7c933c68e881a0d5b72f89ae/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=3&cropY2=744
Zhu Xingliang,Zhu,zhu-xingliang,zhu-xingliang,20.965,construction,Construction & Engineering,M,China,1547574901334,1559.202,1425,1425,//specials-images.forbesimg.com/imageserve/f893b3ba5dfb8226119a6f70602a1477/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=121&cropY2=865
Mohamed Al Fayed,Al Fayed,mohamed-al-fayed,mohamed-al-fayed,0,"retail, investments",Fashion & Retail,M,Egypt,1547574901334,1573.108,1413,1413,//specials-images.forbesimg.com/imageserve/5a7ddaf0a7ea43169013188a/416x416.jpg?background=000000&cropX1=7&cropX2=3276&cropY1=155&cropY2=3426
Syed Mokhtar AlBukhary,AlBukhary,syed-mokhtar-albukhary,syed-mokhtar-albukhary,9.611,"engineering, energy, construction",Diversified,M,Malaysia,1547574901334,1288.604,1681,1681,//specials-images.forbesimg.com/imageserve/34ecc96674c89b47c3c26a4fd3c61898/416x416.jpg?background=000000&cropX1=171&cropX2=569&cropY1=77&cropY2=475
An Kang,An,an-kang,an-kang,53.586,pharmaceuticals,Healthcare,M,China,1547574901333,2041.934,1128,1128,//specials-images.forbesimg.com/imageserve/5a7bbd8831358e4955ace31a/416x416.jpg?background=000000&cropX1=377&cropX2=2396&cropY1=55&cropY2=2073
Louis Bacon,Bacon,louis-bacon,louis-bacon,0,hedge funds,Finance and Investments,M,United States,1547574901334,1600,1393,1395,//specials-images.forbesimg.com/imageserve/5a8ede9131358e4955ae08e1/416x416.jpg?background=000000&cropX1=171&cropX2=2280&cropY1=189&cropY2=2298
Nicolas Berggruen,Berggruen,nicolas-berggruen,nicolas-berggruen,-3.77,investments,Finance and Investments,M,United States,1547574901334,1749.589,1287,1287,//specials-images.forbesimg.com/imageserve/57e344d04bbe6f24d1f87b3a/416x416.jpg?background=000000&cropX1=2&cropX2=720&cropY1=177&cropY2=896
Thor Bjorgolfsson,Bjorgolfsson,thor-bjorgolfsson,thor-bjorgolfsson,17.194,investments,Diversified,M,Iceland,1547574901334,1837.81,1235,1235,//specials-images.forbesimg.com/imageserve/5a7e7c394bbe6f2652f52b10/416x416.jpg?background=000000&cropX1=1086&cropX2=3000&cropY1=23&cropY2=1936
Jaime Botin,Botin,jaime-botin-1,jaime-botin-1,16.503,banking,Finance and Investments,M,Spain,1547574901334,1873.36,1210,1210,//specials-images.forbesimg.com/imageserve/56cc1d3de4b062f6b59a4f55/416x416.jpg?background=000000&cropX1=2&cropX2=723&cropY1=5&cropY2=727
Julio Bozano,Bozano,julio-bozano,julio-bozano,-0.39,banking,Finance and Investments,M,Brazil,1547574901334,1869.583,1213,1213,//specials-images.forbesimg.com/imageserve/7c49586f49000892959270e53710d139/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=31&cropY2=775
Cai Wensheng,Cai,cai-wensheng,no-pic,,photo sharing app,Technology,M,China,1518125453873,,,,//specials-images.forbesimg.com/imageserve/5a7bbf214bbe6f2652f4f48f/416x416.jpg?background=000000&cropX1=1571&cropX2=3988&cropY1=223&cropY2=2639
Chen Dejun,Chen,chen-dejun,no-pic,3.147,package delivery,Logistics,M,China,1547574901334,1083.444,1919,1919,//specials-images.forbesimg.com/imageserve/5a7bc3aaa7ea43169012f455/416x416.jpg?background=000000&cropX1=1668&cropX2=3076&cropY1=179&cropY2=1585
Chen Jinxia,Chen,chen-jinxia,no-pic-female,3.052,investments,Finance and Investments,F,China,1547574901333,2141.264,1079,1079,
Chen Yung-Tai,Chen,chen-yung-tai,chen-yung-tai,-0.476,real estate,Real Estate,M,Taiwan,1547574901333,2024.851,1135,1135,//specials-images.forbesimg.com/imageserve/5be5853931358e5b43360482/416x416.jpg?background=000000&cropX1=850&cropX2=3444&cropY1=0&cropY2=2592
Cho Tak Wong,Cho,cho-tak-wong,cho-tak-wong,12.69,auto parts,Manufacturing,M,Hong Kong,1547574901333,2165.165,1063,1063,//specials-images.forbesimg.com/imageserve/5a7e6847a7ea431690132502/416x416.jpg?background=000000&cropX1=339&cropX2=1769&cropY1=0&cropY2=1429
Patokh Chodiev,Chodiev,patokh-chodiev,patokh-chodiev,0,"mining, metals",Metals & Mining,M,Belgium,1547574901333,2121.47,1087,1087,//specials-images.forbesimg.com/imageserve/5a7b7892a7ea43169012ee26/416x416.jpg?background=000000&cropX1=549&cropX2=3149&cropY1=11&cropY2=2610
John Coates,Coates,john-coates,john-coates,0,online gambling,Gambling & Casinos,M,United Kingdom,1547574901334,1754.307,1282,1282,//specials-images.forbesimg.com/imageserve/5ab130dba7ea434a0c294b2e/416x416.jpg?background=000000&cropX1=696&cropX2=2026&cropY1=691&cropY2=2021
Mark Coombs,Coombs,mark-coombs,no-pic,-24.529,finance,Finance and Investments,M,United Kingdom,1547574901334,1961.301,1168,1168,
Dulce Pugliese de Godoy Bueno,de Godoy Bueno,dulce-pugliese-de-godoy-bueno,no-pic-female,0,"hospitals, health care",Healthcare,F,Brazil,1547574901333,2002.382,1140,1140,
James Dinan,Dinan,james-dinan,james-dinan,0,hedge funds,Finance and Investments,M,United States,1547574901333,2176,1056,1056,//specials-images.forbesimg.com/imageserve/5ba66cf9a7ea434e4c696d89/416x416.jpg?background=000000&cropX1=429&cropX2=1630&cropY1=0&cropY2=1202
N. Murray Edwards,Edwards,n-murray-edwards,n-murray-edwards,9.596,oil & gas,Energy,M,Canada,1547574901334,1471.773,1492,1492,//specials-images.forbesimg.com/imageserve/e0a35f9fc0e0278c2ab00cd64a7f0f75/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=309&cropY2=1052
Marcel Erni,Erni,marcel-erni,no-pic,40.887,private equity,Finance and Investments,M,Switzerland,1547574901333,2279.568,994,995,
Andre Esteves,Esteves,andre-esteves,andre-esteves,5.575,banking,Finance and Investments,M,Brazil,1547574901333,2388.266,928,928,//specials-images.forbesimg.com/imageserve/5a7b7b534bbe6f2652f4ee88/416x416.jpg?background=000000&cropX1=17&cropX2=2680&cropY1=6&cropY2=2667
Clement Fayat,Fayat,clement-fayat,no-pic,0,construction,Construction & Engineering,M,France,1547574901334,1276.361,1693,1693,//specials-images.forbesimg.com/imageserve/5a7deaa331358e4955ad09bf/416x416.jpg?background=000000&cropX1=48&cropX2=3744&cropY1=554&cropY2=4253
Alexander Frolov,Frolov,alexander-frolov,alexander-frolov,-13.953,"mining, steel",Metals & Mining,M,Russia,1547574901333,2425.401,917,917,//specials-images.forbesimg.com/imageserve/56cbf04fe4b062f6b59a4d8e/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=66&cropY2=809
Alfred Gantner,Gantner,alfred-gantner,no-pic,40.887,private equity,Finance and Investments,M,Switzerland,1547574901333,2279.568,994,994,//specials-images.forbesimg.com/imageserve/5a81234e4bbe6f2652f54602/416x416.jpg?background=000000&cropX1=726&cropX2=4430&cropY1=0&cropY2=3702
Geng Jianming,Geng,geng-jianming,geng-jianming,40.57,real estate,Real Estate,M,China,1547574901333,2616.373,845,845,//specials-images.forbesimg.com/imageserve/fc83e75cfd66a510511d074e06658adc/416x416.jpg?background=000000&cropX1=0&cropX2=709&cropY1=52&cropY2=761
David Gottesman,Gottesman,david-gottesman,david-gottesman,18.562,investments,Finance and Investments,M,United States,1547574901333,2226.99,1026,1026,//specials-images.forbesimg.com/imageserve/56d0c6cde4b0c144a7f65c04/416x416.jpg?background=000000&cropX1=16&cropX2=704&cropY1=6&cropY2=694
Allan Gray,Gray,allan-gray,allan-gray,,money management,Finance and Investments,M,South Africa,1518125962472,,,,
Jonathan Gray,Gray,jonathan-gray,jonathan-gray,16.866,investments,Finance and Investments,M,United States,1547574901333,2783.154,788,788,//specials-images.forbesimg.com/imageserve/5ba56e7131358e5690cdb94a/416x416.jpg?background=000000&cropX1=501&cropX2=2284&cropY1=218&cropY2=2000
Esther Grether,Grether,esther-grether,no-pic-female,,"art collection, Swatch",Fashion & Retail,F,Switzerland,1518125962472,,,,
Gerry Harvey,Harvey,gerry-harvey,gerry-harvey,-2.208,retail,Fashion & Retail,M,Australia,1547574901334,1333.342,1632,1632,//specials-images.forbesimg.com/imageserve/5a7a52d331358e4955acc859/416x416.jpg?background=000000&cropX1=499&cropX2=3662&cropY1=0&cropY2=3160
Reed Hastings,Hastings,reed-hastings,reed-hastings,196.339,Netflix,Media & Entertainment,M,United States,1547574901333,3723.878,540,540,//specials-images.forbesimg.com/imageserve/5ba54d9d31358e5690cdb5c4/416x416.jpg?background=000000&cropX1=322&cropX2=3524&cropY1=0&cropY2=3200
He Qiaonv,He,he-qiaonv,he-qiaonv,,landscape architecture,Service,F,China,1518125318632,,,,//specials-images.forbesimg.com/imageserve/589cfcd8a7ea431f32192891/416x416.jpg?background=000000&cropX1=92&cropX2=744&cropY1=147&cropY2=800
Christoph Henkel,Henkel,christoph-henkel,christoph-henkel,-1.625,consumer goods,Fashion & Retail,M,Germany,1547574901334,1805.257,1253,1253,//specials-images.forbesimg.com/imageserve/5a7e0e534bbe6f2652f5252d/416x416.jpg?background=000000&cropX1=0&cropX2=2546&cropY1=745&cropY2=3290
Roberto Hernandez Ramirez,Hernandez Ramirez,roberto-hernandez-ramirez,roberto-hernandez-ramirez,18.043,banking,Finance and Investments,M,Mexico,1547574901334,1836.365,1236,1236,//specials-images.forbesimg.com/imageserve/589fd4d24bbe6f0e55869079/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=18&cropY2=758
Hong Ra-Hee,Hong,hong-ra-hee,hong-ra-hee,,Samsung,Technology,F,South Korea,1518125959693,,,,//specials-images.forbesimg.com/imageserve/4976d9c43517f37052fbfcdfbb97d460/416x416.jpg?background=000000&cropX1=82&cropX2=744&cropY1=55&cropY2=717
Huang Hongyun,Huang,huang-hongyun,huang-hongyun,7.495,real estate,Real Estate,M,China,1547574901334,1415.046,1562,1562,//specials-images.forbesimg.com/imageserve/5a7cb74031358e4955acf786/416x416.jpg?background=000000&cropX1=644&cropX2=3465&cropY1=12&cropY2=2832
Manuel Jove,Jove,manuel-jove,manuel-jove,0.003,real estate,Real Estate,M,Spain,1547574901333,1989.619,1152,1152,//specials-images.forbesimg.com/imageserve/56cc1c31e4b062f6b59a4f50/416x416.jpg?background=000000&cropX1=103&cropX2=739&cropY1=0&cropY2=637
Erich Kellerhals,Kellerhals,erich-kellerhals,erich-kellerhals,,electronics retailer,Fashion & Retail,M,Germany,1518125966091,,,,
Wolfgang Leitner,Leitner,wolfgang-leitner,wolfgang-leitner,16.596,engineering,Construction & Engineering,M,Austria,1547574901334,1772.569,1273,1273,//specials-images.forbesimg.com/imageserve/5a7b76eda7ea43169012ee06/416x416.jpg?background=000000&cropX1=593&cropX2=3244&cropY1=11&cropY2=2660
Catherine Lozick,Lozick,catherine-lozick,no-pic-female,0,valve manufacturing,Manufacturing,F,United States,1547574901334,1655.037,1353,1353,
Jeffrey Lurie,Lurie,jeffrey-lurie,jeffrey-lurie,0,Philadelphia Eagles,Sports,M,United States,1547574901333,2098,1099,1099,//specials-images.forbesimg.com/imageserve/5ba6803431358e5690cdc116/416x416.jpg?background=000000&cropX1=86&cropX2=1835&cropY1=236&cropY2=1985
Yasseen Mansour,Mansour,yasseen-mansour,yasseen-mansour,0.162,diversified,Diversified,M,Egypt,1547574901334,1487.91,1475,1475,//specials-images.forbesimg.com/imageserve/e64883d7382b4c35f0fdba9c0e3bf35f/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=118&cropY2=862
Harsh Mariwala,Mariwala,harsh-mariwala,harsh-mariwala,-0.687,consumer goods,Food and Beverage,M,India,1547574901333,2429.501,916,916,//specials-images.forbesimg.com/imageserve/59cc09d2a7ea434a34f46b80/416x416.jpg?background=000000&cropX1=1069&cropX2=3709&cropY1=17&cropY2=2658
